fen,cp
rnbqkb1r/pppp1ppp/8/3nP3/5p2/5N2/PPPP2PP/RNBQKB1R w KQkq -,20.0
rnbqk2r/pppp1ppp/5n2/4p3/1b1PP3/2N5/PPPB1PPP/R2QKBNR b KQkq -,-76.0
rnbqkbnr/pp3ppp/4p3/2pp4/4P3/1P6/PBPP1PPP/RN1QKBNR w KQkq -,13.0
8/8/3k4/8/6R1/4K3/8/8 w - -,12.0
rn1qk1nr/pp2ppbp/6p1/3pP3/3P2b1/5N2/PP2BPPP/RNBQK2R b KQkq -,0.0
r1b1k2r/pp1nb1pp/1qn1pp2/3pP3/1P1P1P2/P4N2/4N1PP/R1BQKB1R b KQkq -,7.0
rnbqkbnr/ppp2ppp/4p3/3p2B1/3P4/5N2/PPP1PPPP/RN1QKB1R b KQkq -,0.0
rnbqkb1r/pp1ppppp/5n2/2p5/2P5/6P1/PP1PPP1P/RNBQKBNR w KQkq -,48.0
r1bq1rk1/p3bppp/1pn1pn2/8/3P4/P1NB1N2/1P3PPP/R1BQR1K1 w - -,57.0
rnbqkb1r/ppp2ppp/4pn2/3p2B1/3P4/5N2/PPP1PPPP/RN1QKB1R w KQkq -,14.0
8/8/3k4/6R1/3K4/8/8/8 w - -,10.0
8/8/2k5/pp6/1P1K4/P7/6pB/8 b - -,19.0
8/8/3K4/4Q3/5n2/5k2/8/8 w - -,12.0
r2qkb1r/1p1n1p2/p2p1np1/3Pp2p/8/1N2BP2/PPPQ2PP/R3KB1R w KQkq -,26.0
8/3k4/6R1/8/3K4/8/8/8 w - -,9.0
rnbqkb1r/pp1ppppp/5n2/2p5/2P5/5NP1/PP1PPP1P/RNBQKB1R b KQkq -,23.0
rnbqkb1r/ppp2ppp/4pn2/3p2B1/3P4/4PN2/PPP2PPP/RN1QKB1R b KQkq -,10.0
r1bqkb1r/pppp1pp1/5n1p/4n1N1/3pP3/1B6/PPP2PPP/RNBQK2R w KQkq -,-58.0
rnbqk2r/pp1pppbp/2p2np1/8/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQkq -,41.0
8/2k5/6R1/4K3/8/8/8/8 w - -,8.0
r1bqkb1r/pppn1ppp/4pn2/3p2B1/3P4/4PN2/PPP2PPP/RN1QKB1R w KQkq -,31.0
rnbqkbnr/pp2pppp/8/2p5/1PP5/4pN2/P2P1PPP/RNBQKB1R w KQkq -,0.0
r1bqkb1r/2p2ppp/p1np1n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQ1RK1 w kq -,44.0
rnbqkb1r/pp3ppp/3pp3/3nP3/3P4/5N2/PP3PPP/RNBQKB1R w KQkq -,11.0
8/2k5/6R1/2K5/8/8/8/8 w - -,6.0
r1bqkb1r/p3pppp/2pp4/2pnP3/8/5N2/PPPP1PPP/RNBQ1RK1 w kq -,70.0
3k4/6R1/8/2K5/8/8/8/8 w - -,6.0
r2qkb1r/1p1n1p2/p2p1np1/3Pp2p/8/1N2BP2/PPPQ2PP/2KR1B1R b kq -,17.0
8/8/1k6/1p2K3/pP6/P7/6pB/8 w - -,17.0
rnb1kb1r/pp2pppp/1q3n2/2pp4/3P1B2/2P2N2/PPQ1PPPP/RN2KB1R b KQkq -,-13.0
rnbqkbnr/pp3ppp/8/2pp4/8/1P6/PBPP1PPP/RN1QKBNR w KQkq -,10.0
5k2/6R1/3K4/8/8/8/8/8 w - -,6.0
r1bqkb1r/pp1n1ppp/2p1pn2/3P2B1/3P4/4PN2/PP3PPP/RN1QKB1R b KQkq -,43.0
rnbqkbnr/1p3ppp/p2pp3/8/3NP3/3B4/PPP2PPP/RNBQK2R w KQkq -,70.0
r1bqkb1r/pp1n1ppp/2p2n2/3p2B1/3P4/4PN2/PP3PPP/RN1QKB1R w KQkq -,30.0
4k3/R7/3K4/8/8/8/8/8 w - -,5.0
rnbqkb1r/pppp1ppp/8/4p3/3Pn3/3B1N2/PPP2PPP/RNBQK2R b KQkq -,32.0
5k2/1R6/3K4/8/8/8/8/8 w - -,4.0
rnbqkbnr/pp2pppp/8/8/1pPP4/4PN2/P5PP/RNBQKB1R b KQkq -,0.0
rnbqk2r/1p2bppp/p2ppn2/8/2PNP3/3B4/PP3PPP/RNBQ1RK1 w kq -,62.0
rnbqkbnr/pp2pppp/2p5/3p4/2P5/5NP1/PP1PPP1P/RNBQKB1R b KQkq -,0.0
rnbqkbnr/pp3ppp/8/1Bpp4/8/1P6/PBPP1PPP/RN1QK1NR b KQkq -,25.0
8/8/1k6/1p1K4/pP6/P7/6pB/8 b - -,16.0
rnbqkb1r/1p3ppp/p2ppn2/8/3NPP2/3B4/PPP3PP/RNBQ1RK1 b kq -,48.0
r1bq1rk1/pppp1ppp/2n4n/2b1p1N1/2B1P3/3P4/PPP2PPP/RNBQ1RK1 b - -,-1.0
8/8/3K4/8/5n2/2Q2k2/8/8 b - -,14.0
rnbq1rk1/ppp2pbp/3p1np1/4p3/3P4/1P3NP1/P1P1PPBP/RNBQ1RK1 w - -,20.0
rn1qkbnr/pp1b1ppp/8/1Bpp4/8/1P6/PBPP1PPP/RN1QK1NR w KQkq -,38.0
rnbqkb1r/ppp2ppp/8/3pP3/4n3/3B1N2/PPP2PPP/RNBQK2R b KQkq -,-1.0
rnb1kb1r/pp2pppp/1qp5/3pP3/4n3/5N2/PPPPNPPP/R1BQKB1R w KQkq -,0.0
r1bqk2r/ppp2pp1/2np1n1p/2b1p3/2B1P3/2NPBN2/PPP2PPP/R2QK2R b KQkq -,-43.0
r1b1kb1r/pp1n1ppp/1qp2n2/3p2B1/3P4/2N1PN2/PP3PPP/R2QKB1R w KQkq -,73.0
rnbqkb1r/ppp1pppp/5n2/4N3/4p3/8/PPPP1PPP/RNBQKB1R w KQkq -,-133.0
8/8/k7/1p1K4/pP6/P7/6pB/8 w - -,15.0
rnbq1rk1/ppp2pbp/5np1/4p3/8/1P3NP1/P1P1PPBP/RNBQ1RK1 w - -,14.0
rn1qkbnr/pp1b1ppp/3pp3/1B6/3NP3/2N5/PPP2PPP/R1BQK2R b KQkq -,-15.0
rn1qkbnr/pp1b1ppp/8/1Bpp4/8/1P6/PBPPQPPP/RN2K1NR b KQkq -,17.0
rnbqkb1r/pp3ppp/4pn2/3p4/2PP4/2N2N2/PP3PPP/R1BQKB1R b KQkq -,23.0
5rk1/p3pp1p/3p3Q/1q4r1/1p4P1/1B6/PPP5/1K5R w - -,1.0
rnbqkbnr/pppp1pp1/8/4p2p/2P5/6P1/PP1PPP1P/RNBQKBNR w KQkq -,65.0
r1b1kb1r/pp2pppp/2n2n2/qN1p4/3p1B2/4PN2/PPP2PPP/R2QKB1R w KQkq -,-47.0
r1bq1rk1/1pp2ppp/p1np1n2/2b1p3/2B1P3/2PP1N2/PP1N1PPP/R1BQ1RK1 w - -,28.0
rnbqkb1r/pppp1ppp/8/3nP3/2B2p2/5N2/PPPP2PP/RNBQK2R b KQkq -,-77.0
r1bqkb1r/ppp2ppp/2n5/3pP3/4n3/3B1N2/PPP2PPP/RNBQK2R w KQkq -,0.0
rnbqkbnr/pp3ppp/8/3p4/3Pp3/6P1/PP2PPBP/RNBQK1NR w KQkq -,0.0
rnbqk2r/pp3ppp/4pn2/2Pp4/1b1P4/2N2N2/PP3PPP/R1BQKB1R b KQkq -,-31.0
rn2kbnr/pp1bqppp/8/1Bpp4/8/1P6/PBPPQPPP/RN2K1NR w KQkq -,34.0
rnbqkb1r/1p3ppp/p2p1n2/4p3/2BNP3/2N5/PPP2PPP/R1BQK2R w KQkq -,60.0
rnbqkbnr/pp3ppp/3pp3/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq -,55.0
r1bq1rk1/5ppp/5b2/p3p3/3p4/1B6/PPP1QPPP/RN1R2K1 w - -,-79.0
rnbqkb1r/pp2pppp/2p5/3pP3/8/2PP1N2/P1P2PPP/R1BQKB1R b KQkq -,0.0
r1bqkb1r/ppp2ppp/2n5/3pP3/4n3/3B1N2/PPP2PPP/RNBQ1RK1 b kq -,41.0
rnbqk2r/pp3ppp/4pn2/3P4/1b1P4/2N2N2/PP3PPP/R1BQKB1R b KQkq -,0.0
r1bq1rk1/5ppp/5b2/p3p3/2Pp4/1B6/PP2QPPP/RN1R2K1 b - c3,-247.0
r1bqk2r/pppp1ppp/2n2n2/1B2p3/4P3/2P2N2/P1PP1PPP/R1BQK2R w KQkq -,61.0
rnbqkbnr/pppp1pp1/8/4p2p/2P4P/6P1/PP1PPP2/RNBQKBNR b KQkq -,32.0
rnbqkb1r/pppp1ppp/8/3nP3/3P1p2/5N2/PPP3PP/RNBQKB1R b KQkq -,-105.0
rnbqkb1r/ppp2ppp/5n2/3P4/5p2/5N2/PPPP2PP/RNBQKB1R w KQkq -,-19.0
r2qk2r/pp1nppb1/2p2np1/3pN2p/3P1B1P/2N1P3/PPP1QPP1/2KR3R b kq -,23.0
r1bqkbnr/pppp1pp1/2n5/4p2p/2P4P/6P1/PP1PPP2/RNBQKBNR w KQkq -,24.0
8/8/8/1k6/8/4K3/2P5/8 w - -,20.0
r1bqk2r/ppp2ppp/2n1pn2/3p4/1b1P1P2/2PBPN2/PP4PP/RNBQK2R b KQkq -,38.0
2rqk2r/1p1nbpp1/p2pbn2/4p2p/4P3/1NN1BP2/PPPQ2PP/1K1R1B1R w k -,0.0
rn2kbnr/pp1Bqppp/8/2pp4/8/1P6/PBPPQPPP/RN2K1NR b KQkq -,36.0
rnbqk2r/1p2bppp/p1p1pn2/6B1/P1pP4/2N1PN2/1P3PPP/R2QKB1R w KQkq -,87.0
rnbqkb1r/pppn1ppp/4p3/3pP3/3P1P2/2N5/PPP3PP/R1BQKBNR b KQkq -,17.0
8/8/k7/1pK5/pP6/P7/6pB/8 b - -,14.0
r2qkbnr/pp2pppp/2n5/3p1b2/3P1B2/2N1P3/PP3PPP/R2QKBNR b KQkq -,5.0
r2qk2r/ppp2ppp/2np1n2/2b1p1B1/2B1P1b1/2NP1N1P/PPP2PP1/R2QK2R b KQkq -,0.0
r3kbnr/pp1nqppp/8/2pp4/8/1P6/PBPPQPPP/RN2K1NR w KQkq -,33.0
r1bqk2r/ppp2ppp/2n5/2bpP3/4n3/3B1N2/PPP2PPP/RNBQ1RK1 w kq -,24.0
r2qkbnr/pp3ppp/2n1p3/3p1b2/3P1B2/2N1P3/PP3PPP/R2QKBNR w KQkq -,16.0
rnbqk2r/pp2ppbp/5np1/2pP4/3P1B2/2N1P3/PP3PPP/R2QKBNR b KQkq -,-13.0
r1bqk2r/ppp2ppp/2n5/2bpP3/2P1n3/3B1N2/PP3PPP/RNBQ1RK1 b kq -,-65.0
rnbqkb1r/pp2pppp/2p2n2/3p4/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq -,30.0
rnbqkb1r/pppp3p/4pnp1/5p2/2PP4/5NP1/PP2PPBP/RNBQK2R b KQkq -,88.0
r1bqkb1r/pp1n1ppp/2n1p3/2ppP3/3P1P2/2N2N2/PPP3PP/R1BQKB1R w KQkq -,0.0
rnbqkbnr/pppppp1p/6p1/8/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq -,50.0
rnbqkbnr/ppp1pppp/8/8/3Pp3/2N5/PPP2PPP/R1BQKBNR b KQkq -,-101.0
r1bqkbnr/pp3ppp/2npp3/8/2B1P3/2N2N2/PP3PPP/R1BQK2R w KQkq -,-13.0
rnbqkbnr/ppppp1pp/8/5p2/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq -,20.0
rn1qkbnr/ppp1pppp/8/5b2/3Pp3/2N5/PPP2PPP/R1BQKBNR w KQkq -,0.0
rnbqk1nr/ppppppbp/6p1/8/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq -,47.0
r1bqkb1r/pp3ppp/2nppn2/8/2B1P3/2N2N2/PP3PPP/R1BQ1RK1 w kq -,-6.0
8/8/8/1k6/3K4/8/2P5/8 b - -,19.0
8/8/2k5/8/3K4/8/2P5/8 w - -,19.0
r1bqk2r/ppp2pp1/2np1n1p/2b1p3/2B1P2B/2NP1N2/PPP2PPP/R2QK2R b KQkq -,-14.0
r1bqk2r/pp1nbppp/2n1p3/2ppP3/3P1P2/2N1BN2/PPP3PP/R2QKB1R w KQkq -,39.0
rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/4P3/PPPN1PPP/R2QKBNR b KQkq -,-5.0
rnbqk1nr/pp1pppbp/2p3p1/8/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq -,33.0
r1bq1rk1/ppp1nppp/3p1n2/2b1p3/2B1P3/2PP1N2/PP1N1PPP/R1BQ1RK1 w - -,34.0
2rqk2r/1p1nbpp1/p2pbn2/3Np2p/4P3/1N2BP2/PPPQ2PP/1K1R1B1R b k -,0.0
rnbqk2r/ppp2ppp/4pn2/3p4/1b1P1B2/2P1P3/PP1N1PPP/R2QKBNR b KQkq -,52.0
r1bqkb1r/pp3ppp/2nppn2/8/2B1P3/2N2N2/PP2QPPP/R1B2RK1 b kq -,-20.0
rnbqkb1r/pp1p1ppp/2p5/3nP3/2B2p2/5N2/PPPP2PP/RNBQK2R w KQkq -,0.0
rnbqkbnr/pp3ppp/4p3/2ppP3/1P6/5N2/P1PP1PPP/RNBQKB1R b KQkq -,-29.0
rnbqk1nr/pp2ppbp/2p3p1/3p4/2BPP3/5N2/PPP2PPP/RNBQK2R w KQkq -,42.0
rn1qkbnr/pp2pppp/2p5/3p4/2P3b1/5NP1/PP1PPP1P/RNBQKB1R w KQkq -,30.0
r2q2k1/pQB1bppp/4p3/8/3r4/6P1/P3PP1P/1R3RK1 b - -,15.0
rnbqk2r/ppp2ppp/4pn2/b2p4/3P1B2/2PBP3/PP1N1PPP/R2QK1NR b KQkq -,98.0
rnbqkbnr/pp3ppp/4p3/3pP3/3P4/p4N2/2P2PPP/RNBQKB1R b KQkq -,-48.0
r2q2k1/pQ2bppp/3Bp3/8/3r4/6P1/P3PP1P/1R3RK1 b - -,-707.0
rnbqkbnr/p1pppppp/1p6/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq -,86.0
rnbqk2r/pp2ppbp/5np1/3p4/3P4/1B3N2/PPP2PPP/RNBQK2R w KQkq -,61.0
rn1qkbnr/ppp1pppp/8/5b2/3Pp3/2N2P2/PPP3PP/R1BQKBNR b KQkq -,-34.0
rnbq1rk1/ppp2pbp/3p1np1/4p3/2PPP3/2N2N2/PP2BPPP/R1BQ1RK1 b - -,59.0
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq -,5.0
r1bq1rk1/pp2bppp/2np1n2/4p3/2B1P3/2N1BN1P/PP2QPP1/R2R2K1 b - -,-14.0
rn1qkbnr/pp2pppp/2p5/3p4/2P3b1/5NP1/PP1PPPBP/RNBQK2R b KQkq -,25.0
rnbqkbnr/ppp3pp/4p3/1N1p1p2/3P1B2/8/PPP1PPPP/R2QKBNR b KQkq -,57.0
rnbqkbnr/pppp1ppp/8/4p3/4P3/2P5/PP1P1PPP/RNBQKBNR b KQkq -,-25.0
rn1qkb1r/ppp1pppp/5n2/5b2/3Pp1P1/2N2P2/PPP4P/R1BQKBNR b KQkq -,-60.0
rn1qkb1r/ppp1pppp/5n2/3p4/3P2b1/4PN2/PPP2PPP/RNBQKB1R w KQkq -,48.0
4k3/6p1/3K4/6N1/5N2/8/8/8 w - -,18.0
8/8/2k5/8/2K5/8/2P5/8 b - -,18.0
rnbqk1nr/pp4pp/3pp3/3p1p2/3P1B2/8/PPP1PPPP/R2QKBNR w KQkq -,45.0
rn1qkb1r/pp3ppp/2p1pn2/3p1b2/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b kq -,-7.0
8/8/1k6/8/2K5/8/2P5/8 w - -,18.0
2r3k1/p1r1ppbp/3p1nP1/1q6/1p1BP3/1B3P2/PPPQ2P1/1K1R3R b - -,137.0
r1bqkbnr/pp1p1ppp/2n1p3/2p5/3PP3/4BN2/PPP2PPP/RN1QKB1R b KQkq -,0.0
rn1qkb1r/ppp1pppp/5nb1/6P1/3Pp3/2N2P2/PPP4P/R1BQKBNR b KQkq -,-77.0
r1bqk2r/pppp1ppp/2n4n/2b1p1N1/2B1P3/3P4/PPP2PPP/RNBQK2R b KQkq -,0.0
rB1q2k1/pQ2bppp/4p3/8/3r4/6P1/P3PP1P/1R3RK1 b - -,692.0
r2qkb1r/pp1n1ppp/2p1pn2/3p1b2/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 b kq -,0.0
r1bqkbnr/ppp1ppp1/2n5/3p3p/3P1B2/4P3/PPP2PPP/RN1QKBNR w KQkq -,95.0
rnbqkbnr/ppp2ppp/8/3pp3/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq -,-26.0
rn1qkb1r/pp2pppp/2p2n2/3pN3/2P3b1/6P1/PP1PPPBP/RNBQK2R b KQkq -,38.0
rnbq1rk1/ppp2pbp/3p1np1/8/2PpP3/2N2N2/PP2BPPP/R1BQ1RK1 w - -,65.0
8/8/2k5/8/2K5/2P5/8/8 w - -,0.0
2r3k1/p1r1ppb1/3p1np1/1q6/1p1BP3/1B3P2/PPPQ2P1/1K1R3R w - -,124.0
rnbqkb1r/pppppppp/5n2/8/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq -,5.0
1q4k1/p3bppp/4p3/8/3r4/6P1/P3PP1P/1R3RK1 w - -,444.0
rnbq1rk1/pp1p1ppp/4pn2/2p5/2PP4/P1P1P3/5PPP/R1BQKBNR w KQ -,0.0
8/8/1k6/8/2K5/2P5/8/8 b - -,0.0
rnbqkb1r/1p3ppp/p2p1n2/4p3/3NP3/2N3P1/PPP2P1P/R1BQKB1R w KQkq -,8.0
rnbqkbnr/pp3ppp/8/2pp4/8/2NP4/PPP2PPP/R1BQKBNR w KQkq -,0.0
1R1r2k1/p3bppp/4p3/8/8/6P1/P3PP1P/5RK1 w - -,695.0
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/1QP5/PP1P1PPP/RNB1K1NR b KQkq -,-2.0
rnbq1rk1/ppp2pbp/3p1np1/8/2PNP3/2N5/PP2BPPP/R1BQ1RK1 b - -,62.0
rnbqk2r/1p2bppp/p2p1n2/4p3/2B1P3/2N2N2/PPP2PPP/R1BQK2R w KQkq -,25.0
rnbqkb1r/pppppppp/5n2/8/8/3P1N2/PPP1PPPP/RNBQKB1R b KQkq -,0.0
r1b1kbnr/pp1p1ppp/1qn1p3/2p5/3PP3/4BN2/PPP2PPP/RN1QKB1R w KQkq -,58.0
r1b1kb1r/ppppqppp/2n2n2/4p3/2B1P3/1QP5/PP1P1PPP/RNB1K1NR w KQkq -,0.0
r1b1kb1r/ppppqppp/2N2n2/8/3PP3/8/PPP2PPP/RNBQKB1R b KQkq -,11.0
8/8/2k5/8/1K6/8/2P5/8 w - -,19.0
rnbq1rk1/pp3ppp/2p1pn2/3p4/1bPP4/2NBPN2/PP3PPP/R1BQ1RK1 b - -,42.0
rnbqk2r/pp3ppp/2pb1n2/3p2B1/3P4/2N1P3/PP3PPP/R2QKBNR w KQkq -,42.0
2r3k1/p1r1ppb1/3p1np1/1q6/1p1BP1P1/1B3P2/PPPQ4/1K1R3R b - -,75.0
r1b1kb1r/ppppqpp1/2n2n1p/4p3/2B1P3/1QP2N2/PP1P1PPP/RNB1K2R w KQkq -,-13.0
r1bq1rk1/1pp2ppp/2np1n2/p1b1p3/2B1P3/2PP1N2/PP1N1PPP/R1BQ1RK1 w - -,27.0
rnbqk2r/ppp1ppb1/5npp/3p4/3P1B1P/2N1P3/PPP2PP1/R2QKBNR w KQkq -,32.0
r1b1kbnr/pp1p1ppp/1qn1p3/2p5/3PP3/1P2BN2/P1P2PPP/RN1QKB1R b KQkq -,-55.0
rnbqkb1r/pppp1ppp/8/4P3/4np2/5N2/PPPP2PP/RNBQKB1R w KQkq -,12.0
rn1qkb1r/ppp1pppp/6b1/6Pn/3Pp3/2N2P2/PPP4P/R1BQKBNR w KQkq -,12.0
rnbqkbnr/p4ppp/1p2p3/2ppP3/1P6/5N2/P1PP1PPP/RNBQKB1R w KQkq -,8.0
r1bqkb1r/pppp1ppp/5n2/4n1N1/2BpP3/8/PPP2PPP/RNBQK2R w KQkq -,-57.0
8/8/3k4/2n3Q1/8/4K3/8/8 w - -,14.0
rnbqkb1r/pppp1ppp/8/4P3/3Pnp2/5N2/PPP3PP/RNBQKB1R b KQkq -,13.0
r4rk1/ppqb1pp1/4p1np/P2p4/3Pn3/QNP1PNP1/4BPP1/R4RK1 w - -,96.0
8/8/5Q2/2nk4/8/4K3/8/8 w - -,13.0
2r3k1/p1r1ppb1/3p1Bp1/1q6/1p2P3/1B3P2/PPPQ2P1/1K1R3R b - -,0.0
rnbqk2r/pppp1ppp/4pn2/8/1bPP4/P1N5/1P2PPPP/R1BQKBNR b KQkq -,-33.0
rnbqk2r/ppp1bppp/4pn2/6B1/3PN3/3B4/PPP2PPP/R2QK1NR b KQkq -,-62.0
8/8/3k4/2n2Q2/8/4K3/8/8 w - -,14.0
rnbqkbnr/pppppppp/8/8/8/7N/PPPPPPPP/RNBQKB1R b KQkq -,-59.0
r1bqkbnr/ppp3pp/2n2p2/1B1pp3/8/1P2PN2/PBPP1PPP/RN1QK2R b KQkq -,-17.0
r1bqk1nr/pp2ppbp/2np2p1/8/2B1P3/2N2N2/PP3PPP/R1BQ1RK1 w kq -,0.0
8/8/3kn3/5Q2/3K4/8/8/8 w - -,12.0
2r3k1/p1r1pp2/3p1bp1/1q6/1p2P3/1B3P2/PPPQ2P1/1K1R3R w - -,0.0
r1bk1bnr/pppp1Bpp/8/4q3/3nP3/3P4/PPP2PPP/RNBQ1RK1 b - -,-90.0
rnbqk2r/ppp1bppp/4pn2/3p4/2PP1B2/2N2N2/PP2PPPP/R2QKB1R b KQkq -,31.0
r2q1rk1/np2bppp/2n1p3/p2pPb2/3P4/PP3N2/1B1NBPPP/R2QR1K1 w - -,-21.0
2r3k1/p1r1pp2/3p1bpQ/1q6/1p2P3/1B3P2/PPP3P1/1K1R3R b - -,-27.0
rnbq1rk1/ppp1bppp/4pn2/3p4/2PP1B2/2N2N2/PP2PPPP/R2QKB1R w KQ -,27.0
rn1qkb1r/ppp1pppp/6b1/6Pn/3PP3/2N5/PPP4P/R1BQKBNR b KQkq -,3.0
r1bqk1nr/ppppbppp/2n5/4p3/4PP2/5N2/PPPP2PP/RNBQKB1R w KQkq -,131.0
r1bqkb1r/2p2ppp/p1n5/1p1pp3/4n3/1B3N2/PPPP1PPP/RNBQR1K1 w kq -,96.0
rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N5/PPQ1PPPP/R1B1KBNR b KQkq -,3.0
8/8/4nQ2/1K1k4/8/8/8/8 w - -,14.0
r2qkb1r/pp1nppp1/2p2n1p/7P/3P4/3Q1NN1/PPP2PP1/R1B1K2R w KQkq -,33.0
rnbqkb1r/ppp2ppp/8/3pP3/3Pnp2/5N2/PPP3PP/RNBQKB1R w KQkq d6,18.0
8/8/1K2nQ2/3k4/8/8/8/8 b - -,17.0
rnbqkb1r/pp3ppp/4pn2/8/2BP4/5N2/PP3PPP/RNBQ1RK1 b kq -,13.0
rnb2rk1/ppp2ppp/4pq2/8/3P4/3B1N2/PPP2PPP/R2QK2R b KQ -,-2.0
8/8/1K3Q2/3k4/3n4/8/8/8 w - -,16.0
rnbqkb1r/p3pppp/3p1n2/2pP4/4P3/2P5/P2N1PPP/R1BQKBNR w KQkq -,89.0
r1bqkbnr/pp3ppp/2n1p3/2ppP3/3P4/2P5/PP2NPPP/RNBQKB1R b KQkq -,-76.0
rnbqkb1r/ppp2ppp/5n2/3pp3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq -,11.0
rnbq1rk1/pp3ppp/4pn2/2pp4/2PP4/P1PBP3/5PPP/R1BQK1NR w KQ -,43.0
8/2K5/5Q2/1n1k4/8/8/8/8 w - -,20.0
r1bqkbnr/p1p3pp/2p2p2/3pp3/8/1P2P3/PBPP1PPP/RN1QK1NR w KQkq -,0.0
1nr3k1/npr1bpp1/1q2p1bp/p2pP3/3P1Q1P/PP2RNN1/1B3PP1/R2B2K1 b - -,-52.0
r4r1k/1bp4p/p3Pp1B/1pb2P1Q/7N/1P2p1PK/P6P/q7 w - -,8.0
r1bqkbnr/pp3ppp/2n1p3/3pP3/3p4/2P1B3/PP3PPP/RN1QKBNR w KQkq -,17.0
rnbqk2r/ppp3bp/3ppnp1/5p2/2PP4/5NP1/PP2PPBP/RNBQ1RK1 w kq -,64.0
2r2rk1/5ppp/pp6/2q5/2P2P2/3pP1RP/P5P1/B1R3K1 w - -,6.0
8/8/2k5/8/1K6/2P5/8/8 b - -,0.0
rnbq1rk1/ppp2ppp/4p3/3pP3/1bPPn3/2N5/PPQ2PPP/R1B1KBNR w KQ -,0.0
2r2r1k/5pRp/pp6/2q5/2P2P2/3pP2P/P5P1/B1R3K1 w - -,5.0
rnbqkb1r/p2ppppp/5n2/2pP4/2p1P3/8/PP1N1PPP/R1BQKBNR b KQkq -,28.0
8/8/1k6/8/1K6/2P5/8/8 w - -,0.0
rnbqkbnr/ppp2ppp/3p4/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq -,0.0
r2qkbnr/pp3ppp/2n1p3/3p1b2/3P1B2/1QN1P3/PP3PPP/R3KBNR b KQkq -,13.0
rnbqkb1r/pppppppp/8/2PnP3/3P4/8/PP3PPP/RNBQKBNR b KQkq -,-13.0
rnbq1rk1/ppp1bppp/4pn2/3p4/2PP1B2/2N1PN2/PP3PPP/R2QKB1R b KQ -,17.0
rnbqkb1r/pppp1ppp/8/4P3/5pn1/5N2/PPPP2PP/RNBQKB1R w KQkq -,78.0
rn1qkbnr/ppp2ppp/3pb3/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R w KQkq -,60.0
rnb1kb1r/ppp2ppp/8/3qp3/8/5N2/PPPP1PPP/RNBQK2R w KQkq -,-5.0
r1bqkbnr/pp3ppp/2n1p3/2ppP3/3P4/2P1B3/PP3PPP/RN1QKBNR b KQkq -,-17.0
rn1qkbnr/pp3ppp/4p3/2ppPb2/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq -,22.0
rnbk1b1r/pp3ppp/4pn2/2p5/2P5/8/PP2PPPP/RNB1KBNR w KQ -,52.0
r2qkb1r/pp1n1pp1/2p1pn1p/7P/3P1B2/3Q1NN1/PPP2PP1/R3K2R w KQkq -,60.0
rnbqkbnr/pp1p1ppp/4p3/2p4Q/4P3/8/PPPP1PPP/RNB1KBNR w KQkq -,-44.0
r1bqk2r/pppp1ppp/2n2n2/1B2p3/4P3/2P2N2/P1PP1PPP/R1BQ1RK1 b kq -,66.0
rnbq1rk1/pp3ppp/4p3/2ppP3/1bPPn3/2NB4/PPQ2PPP/R1B1K1NR w KQ -,0.0
rnbq1rk1/pp3ppp/2pp1n2/2b1p3/2P5/2N1P1P1/PP1PNPBP/R1BQ1RK1 b - -,32.0
r1bqk2r/pppp1ppp/2n5/1B2p3/4n3/2P2N2/P1PP1PPP/R1BQ1RK1 w kq -,138.0
8/8/2k5/8/3K4/2P5/8/8 b - -,0.0
r1bqk1nr/pp3ppp/2n1p3/3pP3/1b1P4/2N5/PP2NPPP/R1BQKB1R b KQkq -,-49.0
2r2r1k/5R1p/pp6/8/2Pq1P2/3pP2P/P5P1/B1R3K1 w - -,4.0
rnbqkb1r/pppp1ppp/8/4P2n/3P1p2/5N2/PPP3PP/RNBQKB1R b KQkq -,-65.0
8/8/3k4/8/3K4/2P5/8/8 w - -,0.0
rn1q1rk1/pp3ppp/2pp1n2/2b1p3/2P3b1/2N1P1P1/PP1PNPBP/R1BQ1RK1 w - -,95.0
r3k3/ppp2pp1/8/2bpq2P/8/1B1p2Q1/PPPP2PK/RNB5 b q -,-15.0
